""	"rowname"	"FL.CON1062.BAL.FlushControl"	"FL.CON1063.BAL.FlushControl"	"FL.CON1064.BAL.FlushControl"	"FL.CON1065.BAL.FlushControl"	"FL.CON1066.BAL.FlushControl"	"FL.CON1067.BAL.FlushControl"	"FL.CON1068.BAL.FlushControl"	"FL.CON1069.BAL.FlushControl"	"FL.CON1070.BAL.FlushControl"	"FL.CON1071.BAL.FlushControl"	"FL.CON1072.BAL.FlushControl"	"FL.CON1073.BAL.FlushControl"	"FL.CON1074.BAL.FlushControl"	"FL.CON1076.BAL.FlushControl"	"FL.POST.01.004.BAL.FlushControl"	"FL.POST.01.005.BAL.FlushControl"	"FL.POST.01.006.BAL.FlushControl"	"FL.POST.01.007.BAL.FlushControl"	"FL.POST.01.010.BAL.FlushControl"	"FL.POST.01.011.BAL.FlushControl"	"FL.POST.01.013.BAL.FlushControl"	"FL.POST.02.002.BAL.FlushControl"	"FL.POST.02.003.BAL.FlushControl"	"FL.POST.02.004.BAL.FlushControl"	"FL.POST.02.005.BAL.FlushControl"	"FL.POST.02.006.BAL.FlushControl"	"FL.POST.02.007.BAL.FlushControl"	"FL.POST.02.008.BAL.FlushControl"	"FL.POST.02.009.BAL.FlushControl"	"FL.POST.02.010.BAL.FlushControl"	"FL.POST.02.011.BAL.FlushControl"	"FL.POST.02.012.BAL.FlushControl"	"FL.POST.02.013.BAL.FlushControl"	"FL.POST.03.002.BAL.FlushControl"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1064a.BAL"	"ILDCON1065.BAL"	"ILDCON1065a.BAL"	"ILDCON1066.BAL"	"ILDCON1066a.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1069.BAL"	"ILDCON1069a.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1071a.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"ILDCON1076a.BAL"	"NEG.OR.01.002.Water.OralControl"	"NEG.OR.01.004.Water.OralControl"	"NEG.OR.01.005.Water.OralControl"	"NEG.OR.01.006.Water.OralControl"	"NEG.OR.01.007.Water.OralControl"	"NEG.OR.01.010.Water.OralControl"	"NEG.OR.01.011.Water.OralControl"	"NEG.OR.01.013.Water.OralControl"	"NEG.OR.03.001.Water.OralControl"	"NEG.OR.CON1062.Water.OralControl"	"NEG.OR.CON1063.Water.OralControl"	"NEG.OR.CON1067.Water.OralControl"	"NEG.OR.CON1068.Water.OralControl"	"NEG.OR.CON1069.Water.OralControl"	"NEG.OR.CON1070.Water.OralControl"	"NEG.OR.CON1071.Water.OralControl"	"NEG.OR.CON1072.Water.OralControl"	"NEG.OR.CON1073.Water.OralControl"	"NEG.OR.CON1074.Water.OralControl"	"NEG.OR.CON1075.Water.OralControl"	"NEG.OR.CON1076.Water.OralControl"	"OR.CON1062.OralRinse"	"OR.CON1063.OralRinse"	"OR.CON1064.OralRinse"	"OR.CON1064a.OralRinse"	"OR.CON1065.OralRinse"	"OR.CON1066.OralRinse"	"OR.CON1067.OralRinse"	"OR.CON1068.OralRinse"	"OR.CON1069.OralRinse"	"OR.CON1069a.OralRinse"	"OR.CON1070.OralRinse"	"OR.CON1071.OralRinse"	"OR.CON1072.OralRinse"	"OR.CON1073.OralRinse"	"OR.CON1074.OralRinse"	"OR.CON1075.OralRinse"	"OR.CON1076.OralRinse"	"OR.POST.01.002.OralRinse"	"OR.POST.01.004.OralRinse"	"OR.POST.01.005.OralRinse"	"OR.POST.01.005a.OralRinse"	"OR.POST.01.006.OralRinse"	"OR.POST.01.007.OralRinse"	"OR.POST.01.007a.OralRinse"	"OR.POST.01.010.OralRinse"	"OR.POST.01.011.OralRinse"	"OR.POST.01.013.OralRinse"	"OR.POST.01.013a.OralRinse"	"OR.POST.02.001.OralRinse"	"OR.POST.02.002.OralRinse"	"OR.POST.02.003.OralRinse"	"OR.POST.02.004.OralRinse"	"OR.POST.02.005.OralRinse"	"OR.POST.02.006.OralRinse"	"OR.POST.02.007.OralRinse"	"OR.POST.02.008.OralRinse"	"OR.POST.02.009.OralRinse"	"OR.POST.02.010.OralRinse"	"OR.POST.02.011.OralRinse"	"OR.POST.02.012.OralRinse"	"OR.POST.02.013.OralRinse"	"OR.POST.03.001.OralRinse"	"OR.POST.03.002.OralRinse"	"POST.01.001.BAL"	"POST.01.003.BAL"	"POST.01.003a.BAL"	"POST.01.004.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007.BAL"	"POST.01.007a.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.011a.BAL"	"POST.01.013.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"RC1.ReagentControl"	"RC10.ReagentControl"	"RC2.ReagentControl"	"RC3.ReagentControl"	"RC4.ReagentControl"	"RC5.ReagentControl"	"RC6.ReagentControl"	"RC7.ReagentControl"	"RC8.ReagentControl"	"RC9.ReagentControl"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"79"	"Leuconostoc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205882352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"80"	"Lactococcus"	0	0	0.127194435243458	0.00270172910662824	0	0.0509803921568627	0	0	0.0036068530207394	0	0	0.0148981453329279	0	0	0	0	0	0	0	0.027047913446677	0	0	0	0	0	0	0.0100439422473321	0	0	0	0	0	0	0	0	0	0	0	0.0396761133603239	0	0.00597302504816956	0	0	0	0	0	0.00660264105642257	0	0	0	0	0	0	0	0.200712060525145	0	0	0	0	0	0	0	0	0	0	0.0207449316360207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149783817171093	0.0182355112587671	0	0	0	0	0	0	0	0.0041973696483537	0.00405429226158999	0	0	0.0561827956989247	0.00280504908835905	0.0097934645592941	0.00434782608695652	0	0	0.00905647949942368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199586883552801	0	0	0	0	0	0	0.00753104009769998	NA	NA	NA	NA	NA	NA	NA
"81"	"Streptococcus"	0	0	0	0	0.0145161290322581	0	0	0	0	0	0	0	0	0	0.00589478367256145	0	0	0	0.0036026762738034	0.00360638845955693	0	0	0.00639658848614072	0	0	0	0	0	0	0	0	0	0	0	0	0.0115966386554622	0.168545170799376	0.162030598052851	0	0	0.0146435452793834	0	0	0.0254361992852638	0	0	0.180672268907563	0.0107005855037351	0.00674409891345073	0.120196413321947	0.0411374930977361	0.00200240288346015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652495378927911	0.0453391367428364	0.0190311418685121	0	0.0157425047628597	0.0951679434295816	0.0477041852905323	0.0582941838152584	0.06175988340317	0.0914572077362775	0.0536393442622951	0.101528946916337	0	0	0.114431164231961	0.0406255960328056	0.080077182826821	0.265550869794412	0.0376385173863202	0.164591295771175	0.0198460915350344	0.0134259259259259	0.0283628194327436	0.163911316160451	0.178880452057213	0	0.00736788617886179	0.0122800586510264	0	0.150652985074627	0.0938485804416404	0.127963942778758	0.00916815742397138	0.0295709072606015	0.00296322119574691	0.00169363944298081	0.0268691588785047	0.00777000777000777	0.14439365420812	0	0.0840049173610163	0.0200875099443119	0.172650578771827	0.0349324639031206	0.0542790100500288	0.0619156817780914	0	0.0337018544935806	0	0.0142396560988716	0	0.0097452934662237	0.05	0	0	0	0	0	0	0.0499020613748717	0	0.0320366132723112	0.00675675675675676	0.189784946236559	0	0.0108600795112964	0	0.00376234519517166	0.0184948979591837	0.0979746418574016	0	0.0478532248912427	0	0.055607476635514	0	0.0418816990869393	0.0320855614973262	0	0.00670629477213839	0.0368477103301384	0.259609224855862	0.131614654002714	0	0	0	0	0	0.0464878671775223	0	0.0388846252238424	0.00964320154291225	0	0	NA	NA	NA	NA	NA	NA	NA
"82"	"Anaerovorax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00632911392405063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197262976205153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"83"	"Mogibacterium"	0	0	0.000993706525339516	0	0	0	0	0	0	0	0	0	0	0	0.00166833500166833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153231179213857	0.0971428571428571	0.00433500953702098	0.00579508576726936	0.138461538461538	0.192897196261682	0	0	0.0485051860890787	0.0544460794618457	0.120991585171708	0.033801580333626	0.0912364945978391	0.075307894205532	0.0843012364181341	0.0324508966695132	0.0565985643290999	0.0316379655586704	0.00184757505773672	0.00306793279766253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00430063485562154	0.00390828556539865	0	0	0	0	0.0045121828938133	0.04449027695934	0.00219422998780983	0.00277906438165818	0.0344325013663691	0.00931798606217211	0.00668852459016393	0.00549733722728054	0.0165270018621974	0.0147239263803681	0.0453740593182824	0.0543581918748808	0.0359382537385432	0.0362414338429099	0.0594191822697746	0.010602884971027	0.012555690562981	0.00725308641975309	0.0134793597304128	0.054081763424324	0.0596856789687445	0.00803023145961266	0.00419207317073171	0.00329912023460411	0	0.0087842039800995	0.0399579390115668	0.0374289633548893	0.00245974955277281	0.0557443060274317	0.0177793271744814	0.0101618366578848	0.014018691588785	0.0264180264180264	0.00403334229631621	0.00435277573160115	0	0.0200875099443119	0.0109868550127526	0.0133519639807483	0.00872183114180723	0.0218733462691833	0.082794830371567	0.068830242510699	0.00873860182370821	0.00591080064481462	0.00432365657813465	0.00723514211886305	0.0908629441624366	0.00319488817891374	0.0254164886800513	0.0217467555243774	0.0166032514700796	0.00816802800466744	0	0	0	0.0491990846681922	0.0493762993762994	0	0.105890603085554	0.0224958789876854	0	0	0.0956632653061224	0.00823316318129425	0.0797409431289213	0	0	0	0.034622467771639	0.124652639936483	0.0197192513368984	0.0562603419746277	0.0219478737997256	0.010223642172524	0.0112107623318386	0.0556309362279511	0.0223214285714286	0	0	0	0	0	0	0.00844205679201842	0	0	0	NA	NA	NA	NA	NA	NA	NA
"84"	"Anaerococcus"	0.00190779014308426	0	0	0	0	0.0463235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00798557444616177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140444107041184	0	0	0.00523083920855128	0.00907228563067018	0	0	0	0	0	0	0	0	0	0	0	0	0.0131699286628864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114122681883024	0	0	0	0.000369139904023625	0	0	0	0	0	0	0	0.0132450331125828	0.000705094306363476	0	0	0.00134408602150538	0	0	0	0.016460260228876	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529172320217096	0.15625	0	0	0	0	0	0	0.00767459708365311	0	0	0	NA	NA	NA	NA	NA	NA	NA
"85"	"Finegoldia"	0	0	0	0	0	0	0	0.00226244343891403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00448598130841121	0	0.00873030935661416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102181717757526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191952750092285	0	0	0	0	0	0	0	0.00774181512918571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115118956254797	0	0	0	NA	NA	NA	NA	NA	NA	NA
"86"	"Parvimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039307128580946	0.00487394957983193	0.00450840991850182	0	0.00769230769230769	0	0.00308285163776493	0	0	0.0243851166701703	0	0	0.0204081632653061	0.00222087623662427	0	0.00426985482493595	0.015184980673661	0.0120144173007609	0.0418013856812933	0.0318480642804967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239606799098915	0.0343929129755081	0	0	0.00247157686604053	0	0.0518399679133661	0	0.00284437220642015	0.00397009197379739	0	0.0396993187690862	0	0.0278302697131077	0	0	0.00796812749003984	0.00457753194735838	0.00108538350217077	0.00869794412229836	0.00821551394726786	0	0.0607533414337789	0.0145833333333333	0.0227464195450716	0.00486992182493913	0.00406145152745894	0.00425129900803023	0.0171493902439024	0.0104472140762463	0	0.027363184079602	0.0128811777076761	0.0117577895355673	0.00223613595706619	0.0192525481313703	0	0	0	0.0122766122766123	0.0357623016940038	0.0218978102189781	0	0.00636435958631663	0.00333529527172847	0.0952491849091756	0.00920883694160358	0.019403774916211	0	0	0.00227963525835866	0.114185921547555	0.00663990117356393	0.005906238464378	0.0152284263959391	0	0	0	0	0.0396732788798133	0	0	0	0.0140160183066362	0.0197505197505198	0.0010752688172043	0.0273492286115007	0.010278289537477	0	0	0.0253507653061224	0.0209122344804874	0.0143695608176482	0	0.0120173364854216	0.0126168224299065	0.0443830570902394	0.00635172687574434	0.018716577540107	0	0.0160036579789666	0.00915867944621938	0.012011531069827	0	0.0424107142857143	0	0	0	0	0	0	0.0166282936812484	0	0	0	NA	NA	NA	NA	NA	NA	NA
"87"	"Peptoniphilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033311125916056	0	0	0	0.00809716599190283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00790253539677313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255055565676808	0	0	0	0.00279329608938547	0.00147239263803681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123965112675433	0	0.00363489499192246	0.0114122681883024	0	0	0	0.00191952750092285	0	0	0	0	0	0.0373395565927655	0	0.00503684357802444	0	0	0	0	0	0	0	0	0	0.00230528569076239	0	0	0.0151694247438928	0.0144859813084112	0	0.0017864231838031	0	0.0115830115830116	0	0	0.00112107623318386	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"88"	"Pseudoramibacter_Eubacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000469814423302795	0	0	0	0	0	0	0	0	0	0	0	0.000308641975308642	0	0.000768935024990388	0	0	0	0	0	0.00365360696517413	0	0	0	0.000377500943752359	0	0	0	0	0	0.00107145248777874	0	0	0.000980969197567196	0	0.00314340107141276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271045918367347	0.0307920302980405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"89"	"[Ruminococcus]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833115696004179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011812476928756	0	0	0	0	0	0	0	0	0.00264410364886304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"90"	"Blautia"	0	0	0	0.00180115273775216	0	0	0	0	0	0	0	0.00516874429917908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792836489133476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00807469089073934	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"91"	"Butyrivibrio"	0.00667726550079491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682878081279147	0.0134453781512605	0	0	0	0	0	0	0	0	0	0	0	0.0351302241066021	0.0524541026601723	0.0249786507258753	0.00759249033683048	0.0106127352823388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102396067990989	0	0	0	0	0	0.000401082923894515	0.00235710076605775	0	0	0	0	0.00104918032786885	0	0	0	0	0.00915506389471677	0.00590931017848529	0.00171323141802847	0.00439434466946886	0.000863025520897547	0	0	0	0.00333205177495835	0.0042380363764789	0	0	0	0	0	0.00683491062039958	0.00431118949637468	0	0.00478167862086322	0.000813433269420719	0	0	0	0	0	0	0	0	0	0	0.00246957135297231	0	0	0	0	0.00756639901173564	0	0.0215736040609137	0	0	0	0	0	0	0	0	0.0143020594965675	0.0213097713097713	0	0.0219728845254792	0.00998739455056724	0	0	0	0	0	0	0	0.0238317757009346	0	0	0.00267379679144385	0	0.0134125895442768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"92"	"Catonella"	0	0	0.000828088771116264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109926715522985	0.0282352941176471	0.00710941564071441	0.0533147890588781	0.0384615384615385	0.107289719626168	0.00173410404624277	0.0100588346934902	0	0.00609627916754257	0	0	0.0396158463385354	0.0143347466182112	0.00487073810415886	0.00725875320239112	0.00579790171176146	0.0106127352823388	0.00623556581986143	0.00759678597516435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011645101663586	0	0	0	0.00130351950265717	0.00913376546847378	0	0.00615364255938596	0.030788850428129	0.00618588990682014	0.00852459016393443	0.00257687682528775	0.00581936685288641	0.00785276073619632	0.0170429393536963	0.00572191493419798	0.0032561505065123	0.00553505535055351	0.011463507833397	0.00628775736653927	0.00324017820980154	0.00470679012345679	0.0099691098006178	0.00551070101243112	0.00512096062157867	0.00330656589513462	0.00622459349593496	0.00641495601173021	0	0.00443097014925373	0.0111724500525762	0.0121497158534196	0	0.0134642003271675	0.00447388298181396	0.00207000376364321	0	0.00932400932400932	0.00295778435063189	0.000736623585347887	0	0.00437549721559268	0	0.00512342803912436	0.00367468012573604	0.00335156112189099	0.0121163166397415	0.0131954350927247	0	0.00403009134873724	0.00648548486720198	0.00110741971207087	0.0106598984771574	0.00887468938587149	0.00555318240068347	0.0361276745001754	0.00691802144586648	0	0	0	0	0.0137299771167048	0.0124740124740125	0	0.0112201963534362	0.00290894986909726	0	0	0.0314094387755102	0.00724518359953894	0.00688119813802874	0	0	0.00327102803738318	0.0101289134438306	0.0037713378324732	0.00167112299465241	0.0110314396028682	0.00716354214296601	0.0157614483493078	0	0.00949796472184532	0.00892857142857143	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"93"	"Coprococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429064452942822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"94"	"Epulopiscium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00247157686604053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575321725965178	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"95"	"Johnsonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568874441284031	0.000397009197379739	0	0.000469814423302795	0.0099672131147541	0.00652808795739564	0	0	0	0	0	0	0.000764233855559801	0.00357539144371841	0	0	0	0	0	0	0	0	0	0.000233208955223881	0.00131440588853838	0	0	0	0	0	0	0	0	0	0	0	0.00353148911124191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"96"	"Lachnoanaerobaculum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278147901399067	0	0.0374544823998613	0.0268891979601298	0	0	0	0	0	0.0155560227033845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106069534472599	0.0122714343762698	0.0118441077218289	0.00473674621971215	0	0	0	0.00349162011173184	0.00466257668711656	0	0	0	0	0	0.00567131056589816	0	0.00640432098765432	0	0	0	0	0	0.00696480938416422	0.0501278772378517	0	0	0	0.0800536672629696	0.0104441927771486	0.00360234733600604	0.00583364697026722	0	0	0	0	0	0.057478122513922	0	0	0.00172665692655067	0	0	0	0.0341945288753799	0	0	0	0.0129441624365482	0	0	0	0	0	0.202460850111857	0.00447719429157728	0	0	0	0.0338709677419355	0.0151940158952782	0.00436342480364588	0.15091533180778	0	0	0	0	0	0	0	0	0.0305676855895196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"97"	"Lachnospira"	0	0	0	0.000720461095100865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00615614215091876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
